Day,Month,Year,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17,F_18,F_19,F_20,F_21,F_22,F_23,F_24,F_25,F_26,F_27,F_28,F_29,F_30,F_31,F_32,F_33,F_34,F_35,F_36,F_37,F_38,F_39,F_40,F_41,F_42,F_43,F_44,F_45,F_46,F_47,F_48,F_49,F_50,F_51,F_52,F_53,F_54,F_55,F_56,F_57,F_58,F_59,F_60,F_61,F_62,F_63,F_64,F_65,F_66,F_67,F_68,F_69,F_70,F_71,F_72,F_73,F_74,F_75,F_76,F_77,F_78,F_79,F_80,F_81,F_82,F_83,F_84,F_85,F_86,F_87,F_88,F_89,F_90,F_91,F_92,F_93,F_94,F_95,F_96,F_97,F_98,F_99,F_100
5,Jun,2017,10050.17,0.01556,180.09,1.1696,1.1566,1.5828,1215343662,224983482.4,255454.35,0.09306,6239128.19,3240.33,17849.27,1827705.07,81778.26,591.19,550647.7,0.1107,1.7359,90692.16,0.001566,11423948.52,17746.61,525.59,1123910.93,43594.06,45966034.77,0.0162,0.0506,29.76,2521159.52,29589.36,73191.47,12025.36,43.22,0.02266,7.8541,0.00971,1.2877,16714817.59,1044983.63,6.1324,1060.05,34.96,21154.97,9.1143,18058.65,1.4382,0.03346,9025791.85,0.005294,0.1428,207596.22,0.03919,10260384.7,0.01267,26833669.82,3675.11,362471729.3,68569.41,4.3844,1099721062,10094.28,4753.45,11029299.09,23528747.75,11490.63,37421990.16,1179.95,0.02227,524155273,1.0098,136.95,5967.73,458.96,109506014.5,2885113.82,362.49,0.007117,0.1932,2663274.89,115026.63,190577814.1,128772.62,421.26,524.65,0.1941,292264.08,790.54,324096.48,90052.48,177952104.1,321862.98,2.4478,342.12,5.4885,19.32,0.3704,1.5969,0.348
6,Jun,2017,9876.19,0.01575,179.48,1.1788,1.1777,1.5744,1193789203,228554959.6,258842.23,0.0937,6424349.05,3286.06,17825.85,1825134.69,82597.71,591.27,565018.15,0.1125,1.7606,90862.61,0.001602,10811643.41,17818.07,533.46,1149841.14,43683.48,45900168.57,0.01613,0.05075,29.42,2587235.25,30325.86,72401.29,11901.46,43.02,0.02312,7.9619,0.009758,1.2902,16465275.17,1064013.92,6.3485,1066.86,34.35,20981.56,8.9802,19387.75,1.4244,0.03221,8961385.6,0.005269,0.1408,212527.14,0.03952,10266715.24,0.01231,27770936.48,3706.12,363735475.1,69157.79,4.4878,1072939802,10137.66,4735.67,10960029.6,23376975.56,11025.9,38399232.72,1156.3,0.02221,541518032,1.0222,134.11,5801.23,450.27,107610853.7,2904794.34,358.4,0.006965,0.1946,2622391.12,119128.27,194645140,128256.42,411.5,527.88,0.1931,293266.84,801.95,328604.71,90354.85,176887024.7,323680.53,2.3442,344.68,5.6762,19.14,0.3682,1.6139,0.3472
7,Jun,2017,9909.32,0.01564,178.21,1.1701,1.1738,1.5671,1213878295,229386254.6,260118.85,0.0933,6481786.47,3316.15,17973.35,1841552.03,83387.14,593.34,561837.41,0.1121,1.7456,91499.85,0.001608,10915878.96,17858.16,528.65,1166053.63,43906.95,46149881.75,0.01627,0.05037,29.63,2608676.6,30306.64,71966.8,11967.72,43.43,0.02295,7.9269,0.009638,1.275,16554967.02,1072970.94,6.3656,1067.68,34.45,20834.4,8.9968,19473.41,1.4232,0.03171,8966572.24,0.005202,0.1387,213299.09,0.03951,10328208.03,0.01228,27792119.54,3733.4,367482778.8,68577.36,4.4881,1084637256,10173.8,4712.2,11087930.68,23243512.13,10960.28,38624729.52,1154.13,0.02228,545958932,1.0293,133.4,5745.31,444.9,107489025.1,2923068.21,358.99,0.006861,0.1929,2602279.02,118090.01,197085388.4,128936.62,411.08,528.24,0.1924,292675.49,805.38,329917.01,91063.09,176137229,323995.96,2.3253,345.25,5.7166,19.05,0.3709,1.6062,0.3447
8,Jun,2017,9730.9,0.01565,178.97,1.1705,1.1785,1.5501,1199287164,231205648.3,264117.62,0.09333,6637937.08,3346.73,18097.31,1830108.69,83508.71,588.16,571114.88,0.1119,1.7772,92655.56,0.001637,10636091.76,17720.81,529.25,1181000.1,44256.43,46527796.49,0.01622,0.04996,29.33,2659775.58,31070.45,71489.5,12009.51,43.21,0.02322,7.8956,0.009599,1.2631,16658028.89,1087435.09,6.4577,1081.94,34.02,20799.41,8.8062,20344.2,1.3986,0.03089,8808765.74,0.005192,0.1377,215228.43,0.03976,10339276.5,0.01212,28477186.74,3724.68,367368279.1,69133.42,4.5584,1075101058,10151.56,4699,11030154.03,23313060.28,10750.54,38516122.67,1146.23,0.02219,554998987.4,1.0376,130,5671.38,441.01,107783349.2,2934384.27,355.4,0.006874,0.1927,2567811.57,120064.21,200100753.1,129008.84,406.78,531.49,0.1932,294067.92,816.07,335351.11,91838.78,174725213.2,329441.05,2.2548,348.98,5.7654,18.86,0.3722,1.5993,0.3482
9,Jun,2017,9735.53,0.01554,177.97,1.1799,1.1855,1.554,1213517854,235426588.7,264613.59,0.09268,6704378.5,3361.83,17951.85,1852558.28,84103.49,588.37,573765.66,0.1124,1.7747,92448.84,0.001619,10689535.41,17923.39,530.76,1196794.36,44452.49,46653224.8,0.01604,0.04957,29.55,2663049.39,31093.12,72000.63,11919.04,43.19,0.02305,7.92,0.009529,1.2605,16773809.66,1094575.32,6.4697,1086.45,34.24,20820.9,8.7417,20291.75,1.3905,0.03071,8880764.58,0.005181,0.136,217971.61,0.03943,10399788.57,0.01201,28499303.12,3739.33,366189652.9,68753.85,4.5558,1075704566,10249.44,4699.58,11024877.34,23197564.31,10632.97,38989260.22,1143.55,0.02212,561117100,1.0396,130.06,5644.21,436.99,107540616.8,2987006.58,352.01,0.006836,0.1898,2557438.2,118514.82,201796715.6,129426.95,406.11,531.35,0.1917,296921.33,819.86,337595.74,93052.27,176533072.1,327279.46,2.2304,351.09,5.777,18.81,0.3691,1.587,0.3458
10,Jun,2017,9537.84,0.01573,179.68,1.1868,1.1955,1.5406,1226884245,235577787.6,266876.46,0.09283,6757184.74,3383.07,17916.54,1865825.5,85780.54,593.4,583531.18,0.111,1.7753,93173.32,0.001659,10334072.44,18173.69,522.74,1204161.64,44879.07,46348683.16,0.01582,0.04972,29.38,2722063.38,31819.37,72141.69,11880.88,43.01,0.02326,7.9804,0.009488,1.2489,16821000.34,1115950.26,6.5083,1102.68,34.08,20926.82,8.665,21081.06,1.3927,0.03029,8810636.97,0.005153,0.134,217191.16,0.03925,10384100.22,0.0118,28966277.11,3763.68,370311576.1,68915.75,4.6084,1066119039,10394.04,4685.95,11050202.34,22867456.15,10462.03,39466609.7,1122.55,0.02191,571929167.5,1.0452,129.2,5671.34,429.17,106149695.8,2970536.28,348.1,0.006725,0.1913,2543314,120135.84,204755509.7,129260.47,404.77,528.98,0.1909,299412.07,825.14,343698.25,94200.33,177966215.8,328217.23,2.1521,351.55,5.7917,18.75,0.368,1.5973,0.3409
11,Jun,2017,9658.58,0.01564,179.76,1.1798,1.1836,1.5451,1240571114,236211855.4,268347.08,0.09213,6756366.93,3331.52,17922.81,1876011.52,85804.38,598.16,574743.09,0.1114,1.7596,92462.32,0.001633,10603113.11,18003.13,523.32,1201051.54,44975.9,46705228.58,0.01585,0.04919,29,2709655.56,31346.82,73125.87,11791.79,43.27,0.02302,7.9392,0.009402,1.2558,17079377.14,1116154.24,6.3358,1097.77,33.87,20806.73,8.5819,20721.19,1.3671,0.03029,8994290.52,0.005122,0.135,215193.11,0.03858,10551877.84,0.01191,28949568.95,3727.79,376297952.6,68702.25,4.5398,1090534308,10264.38,4752.94,11200397.74,23123522.69,10525.63,39922660.19,1139.72,0.02175,570353739.4,1.0278,131.35,5644.63,431.16,107702592.9,3008986.92,348.04,0.006746,0.1886,2569626.25,119083.51,205157003.1,128288.97,408.94,525.17,0.1886,300375.54,813.51,335870.08,94883.29,179032613.5,329336.58,2.1503,353.3,5.6649,18.89,0.3662,1.5783,0.341
12,Jun,2017,9828.68,0.01539,178.73,1.1762,1.1783,1.5488,1252196756,236700369.2,268380,0.09222,6663552.17,3258.93,17785.16,1882173.76,86100.57,593.24,570961.63,0.1089,1.7331,91264.65,0.001577,11052039.03,17983.48,521.25,1201940.4,44876.41,46653924.03,0.01594,0.04889,29.03,2666409,30867.55,74343.53,11640.86,43.45,0.02277,7.9395,0.009218,1.2443,17028247.63,1113520.24,6.2752,1088.72,34.12,20866.79,8.6551,19888.02,1.3606,0.0304,9131889.91,0.005042,0.1366,211035.38,0.03806,10706426.88,0.01221,28521792.81,3734.58,380698672.7,68766.84,4.4158,1108159162,10284.09,4814.45,11328490.6,23479278.16,10812.26,39720700.67,1154.86,0.02164,567974415.4,1.012,133.23,5703.24,435.56,110285558.2,3012507.5,345.95,0.006819,0.1883,2607883.72,117868.99,204257482.6,126891.05,412.58,521.1,0.1871,301557.25,812.09,331689.84,95174.34,181973672.5,331034.02,2.1987,353.61,5.5295,19.09,0.3647,1.5675,0.3431
13,Jun,2017,9996.77,0.01524,176.98,1.1723,1.1735,1.5575,1260813956,236216542.2,268278.14,0.09188,6611115.38,3272.96,17879.71,1894156.08,85781.42,598.5,567553.37,0.1089,1.7041,91533.1,0.001547,11398701.51,17842.53,518.49,1194033.46,44911.51,47296341.7,0.01579,0.04862,29.13,2649154.42,30887.37,74518.3,11645.14,43.85,0.02208,7.8399,0.0091,1.2383,17243936.82,1109096.11,6.2244,1084.32,33.91,21160,8.6002,19569,1.3533,0.03081,9267791.67,0.004901,0.1371,210260.48,0.03783,10669848.43,0.01227,28176381.42,3677.19,378611149,69156.85,4.4084,1138064728,10253.98,4818.16,11316732.55,24107025.04,11083.47,39920793.72,1149.26,0.02143,564939378.4,1.0102,133.48,5712.96,436.48,110906569.8,3053337.68,348.03,0.006772,0.1848,2676094.45,116955.89,204447819,125636.86,410.13,525.33,0.1855,301022.43,808.35,329545.03,96611.05,184339995.1,329891.75,2.2359,354.69,5.4589,19.16,0.3578,1.5692,0.3387
14,Jun,2017,10233.77,0.0151,178.86,1.1644,1.1568,1.5624,1276478559,235751899.5,266673.03,0.09094,6637061.19,3238.58,18028.82,1905143.63,85209.78,594.49,565285.41,0.1078,1.6803,90337.12,0.001533,11849169.83,17569.46,515.97,1188819.61,45552.9,47104774.25,0.01588,0.04847,29.21,2632897.79,30463.41,74448.13,11592.29,43.92,0.02181,7.753,0.008983,1.233,17289871.48,1110446.97,6.0695,1065.74,33.84,21572.62,8.581,18989.57,1.3492,0.03129,9386195.08,0.004855,0.1365,207114.99,0.03755,10812208.71,0.01238,28232475.54,3702.84,382254783.3,68390.3,4.2594,1157717239,10448.21,4807.95,11555523.95,24429968.67,11246.71,39609913.67,1168.26,0.0214,562394937.1,0.9965,136.24,5782.15,440.27,112575541.9,3085322.2,353.54,0.006708,0.1832,2663576.69,116594.65,201885097.2,124241.91,415.39,527.99,0.1822,300303.83,801.9,332214.34,95995.6,185296724,334255.75,2.2495,354.82,5.4535,19.13,0.3591,1.5596,0.3369
15,Jun,2017,10360.45,0.01489,179.99,1.1664,1.1409,1.5498,1294799335,236145818.8,265542.72,0.08955,6523890.4,3235.23,17958.29,1901020.19,85551.67,600.61,566691.13,0.1071,1.6446,89182.47,0.001513,12146248.66,17514.01,512.26,1182061.1,45656.65,47730867.05,0.01581,0.04832,29.23,2612388.28,29698.85,75674.35,11847.74,43.73,0.02152,7.6327,0.008833,1.2204,17491894.44,1118446.17,5.9844,1062.32,33.84,21940.93,8.612,18504.15,1.3586,0.03118,9360016.66,0.004765,0.1367,205570.04,0.03708,10819960.95,0.01237,28123116,3701.19,389603864.9,68215.81,4.215,1182600666,10591.94,4779.27,11689410.18,24632279.9,11508.7,39682369.51,1175.79,0.02152,555181860,0.9869,137,5815.81,441.95,113541612.2,3088906.25,359.18,0.006625,0.1828,2699655.26,116058.28,200626514.2,125418.93,420.2,527.23,0.1802,298262.06,795.98,332878.95,95860.34,187738180.3,339518.34,2.2966,355.73,5.421,19.24,0.355,1.5483,0.3351
16,Jun,2017,10390.48,0.01467,178.19,1.1736,1.1356,1.5412,1305783543,240046536.7,263588.25,0.08763,6578727.76,3269.56,17993.52,1893349.33,85027.28,598.79,573230.4,0.1061,1.6459,89116.95,0.001513,12269400.28,17396.02,516.7,1181089.72,46000.72,48397755.2,0.01568,0.04795,29.6,2605215.26,29368.48,76021.72,11779.2,43.56,0.02126,7.6569,0.008716,1.2102,17670601.05,1118373.85,5.9678,1051.91,33.69,21935.25,8.6237,18561.23,1.3389,0.03136,9325304.89,0.004765,0.1355,204158.63,0.0371,10812390.92,0.01226,28466349.05,3695.11,394370578.6,68101.96,4.1791,1195634390,10420.88,4796.43,11702657.37,25085556.95,11589.51,39976937.51,1161.96,0.02147,551334684.6,0.991,137.48,5858.83,439.1,114465545.5,3106793.71,360.97,0.006648,0.1819,2735151.96,116087.65,199642051.7,124872.73,425.51,521.79,0.1788,299776.28,793.2,334721.74,95264.11,189248057.1,342096.24,2.3134,357.33,5.3943,19.34,0.3571,1.5338,0.335
17,Jun,2017,10296.59,0.01456,178.45,1.1809,1.1321,1.5338,1309370336,240466459.5,264621.23,0.08695,6555172.52,3259.53,17859.52,1908758.55,85099.5,597.96,569998.4,0.1037,1.6432,89469.58,0.001497,12445066.69,17400.75,520.87,1178163.68,46154.14,48355471.5,0.0155,0.04735,29.71,2617865.31,29032.56,75695.2,11808.3,43.97,0.02089,7.5801,0.008572,1.2081,17568926.27,1135901.62,5.9336,1050.82,33.56,22164.7,8.6014,18459.6,1.3414,0.03114,9336325.43,0.004761,0.1358,201691.94,0.03709,10987087.95,0.01212,28571627.38,3704.94,396775973.6,67939.07,4.1342,1208832339,10541.77,4833.77,11843233.81,25506441.13,11674.56,40114079.12,1186.85,0.02145,557236295.6,0.9842,138.28,5925.62,440.67,116060886,3118974.49,362.29,0.006555,0.1832,2755720.24,114319.09,200288404,124991.16,425.14,528.93,0.1755,300125.72,797.69,337459.25,95974.81,189608166,341568.7,2.2923,356.61,5.3634,19.54,0.3552,1.5107,0.3323
18,Jun,2017,10077.28,0.01441,178.61,1.1937,1.1439,1.5242,1312455124,242892433.4,269803.46,0.08819,6798144.53,3356.66,17778.06,1932494.19,86448.62,599.48,581630.05,0.1038,1.6769,90880.09,0.001532,11825282.63,17606.14,518.12,1189722.61,46719.64,47991887.93,0.01546,0.04785,29.05,2671385.08,30244.82,74618.57,11672.76,42.95,0.02143,7.6316,0.008647,1.2095,17591851.38,1165786.54,6.0403,1083.47,33.57,21913.44,8.4631,19933.14,1.3292,0.03015,9214644.21,0.004746,0.1319,205710.22,0.03755,11089254.76,0.01173,29396553.96,3718.5,389154287.7,68853.04,4.2626,1193428443,10734.81,4829.94,11619397.72,25313441.11,11301.9,40514658.39,1160.55,0.02125,577432816.9,0.9956,131.44,5818.24,434.09,113465106.1,3122854.24,354.73,0.006417,0.1851,2692478.37,117442.98,207269739.4,125629.53,420.19,524.66,0.1748,304198.02,815.6,343269.07,97215.49,188130102.7,340339.87,2.201,356.77,5.5276,19.24,0.3525,1.5138,0.3331
19,Jun,2017,9639.76,0.01442,180.78,1.215,1.1679,1.4935,1297009614,246961540.7,274038.04,0.0902,7046803.38,3428.58,17885,1942062.45,86988.2,603.73,594865.39,0.1058,1.7063,92261.18,0.001604,10890773.13,17889.7,511.26,1212231.93,47901.26,47394436.04,0.01535,0.04801,28.85,2747434.72,31794.64,74639.48,11403.55,41.8,0.02215,7.7667,0.008789,1.2042,17438527.21,1205593.84,6.156,1112.25,33.45,21652.59,8.3546,21368.69,1.3244,0.02887,9123462.02,0.004788,0.1277,212045.2,0.03766,10921677.6,0.01137,30826738.68,3843.86,385132898.5,69998.72,4.4355,1150264900,10814.44,4760.14,11464269.29,24674312.55,10597.37,40971359.4,1141.32,0.02107,598740139.6,1.0058,125.87,5701.8,420.97,110530336.3,3109315.69,349.24,0.006312,0.188,2645449.36,122660.39,216421453.3,126418.26,412.91,528.01,0.1756,308907.91,838.84,351605.75,97715.83,184273075.5,342608.34,2.083,355.46,5.702,18.99,0.351,1.5253,0.3252
20,Jun,2017,9617.56,0.01448,181.65,1.2053,1.1812,1.48,1293475418,249113510.1,273540.92,0.09003,7178920.95,3474.08,17988.9,1951063.83,88010.23,606.76,600631.75,0.1071,1.7291,92950.09,0.001633,10591082.82,17751.14,509.31,1211982.12,48728.28,47631431.67,0.01532,0.04813,28.55,2792186.23,32493.43,73598.44,11328.41,41.34,0.02227,7.8235,0.008719,1.1932,17388975.3,1228789.68,6.1987,1117.16,33.29,21536.85,8.2899,22249.22,1.3197,0.02845,9137167.61,0.004835,0.1256,216699.99,0.0379,10932229.63,0.01112,31531960.05,3851.44,382851376,70361.31,4.4762,1147154648,10871.06,4751.61,11412059.56,24566436.32,10352.13,41601985.01,1137.14,0.02093,607283993.2,1.0099,122.65,5651.8,418.31,110088488.3,3111629.08,345.7,0.00628,0.187,2617170.18,124102.68,219562828.6,127289.8,404.81,530.43,0.1737,309696.34,853.04,356271.14,98589.52,183514240.7,346065.03,2.0395,356.83,5.7512,18.72,0.3484,1.5223,0.3272
21,Jun,2017,9408.6,0.01461,181.22,1.2155,1.1924,1.4675,1288427682,249783200.2,274819.49,0.08927,7303425.23,3552.52,17930.79,1970124.89,88713.65,606.22,610730.81,0.109,1.7648,94004.02,0.001673,10178608.88,17959.16,505.46,1225424.89,49253.53,48215437.6,0.01501,0.04803,28.57,2813459.34,32903.17,72451.61,11338.85,41.08,0.0226,7.8753,0.008689,1.1765,17207636.16,1257176.2,6.3038,1126.26,32.88,21535.21,8.2755,23560.2,1.3114,0.02788,9200573.69,0.004826,0.124,222959.2,0.03848,10925576.75,0.01083,31783522.97,3883.8,386968497.4,70842.78,4.5241,1130380543,10980.42,4771.1,11333204.71,24419436.33,10068.99,42312266.39,1115.4,0.02081,626968692.1,1.0221,118.88,5565.8,410.6,108384444.3,3121294.88,343.13,0.006269,0.1871,2582936.16,125468.96,224202362.5,128385.86,398.24,533.44,0.1728,311510.29,878.06,358467.63,99408.73,180503759.5,343556.87,1.9797,354.73,5.8532,18.58,0.3462,1.5426,0.3238
1,Jul,2017,9227.27,0.01459,182.64,1.2286,1.2063,1.4599,1274500240,249977237.2,278304.8,0.08902,7401781.68,3594.81,17919.24,1973520.87,90580.39,607.95,613111.03,0.1089,1.7674,95816.05,0.001696,9862692.33,18093.17,511.17,1234007.22,49381.24,48284348.59,0.01495,0.04847,28.02,2853755.17,34166.78,72433.7,11460.93,40.88,0.02286,7.9599,0.008727,1.1795,17337017.22,1281519.42,6.3649,1138.95,32.35,21384.22,8.1903,24850.3,1.3212,0.02687,9053948.79,0.00482,0.1222,224654.56,0.03874,10964068.73,0.01057,32583559.56,3853.31,385516320.6,72124.67,4.5814,1119666620,11156.71,4722.33,11248153.56,24413882.49,9734.3,42745409.3,1097.65,0.02058,645489124.2,1.0248,115.37,5525.08,403.64,106961329.4,3146266.47,341.95,0.006102,0.19,2558465.82,128426.86,231948929.7,127937.83,391.73,538.6,0.1748,313329.58,891.01,363925.12,99601.08,180570761.7,339511.76,1.9054,357.05,5.8995,18.48,0.3439,1.5493,0.3231
2,Jul,2017,8932.88,0.01458,181.98,1.2446,1.2329,1.4383,1278783775,254658850.7,283441.24,0.08983,7686695.95,3692.03,17859.13,1971660.22,93111.26,608.94,632181.68,0.1099,1.8197,99054.34,0.001784,9136872.58,18107.37,512.15,1249634.38,50425.42,48460464.49,0.01472,0.04872,27.47,2974372.77,35545.8,70933.94,11469.63,39.62,0.02352,8.0942,0.008833,1.1839,17136144.6,1322848.91,6.5521,1172.96,32.55,21216.08,8.1979,27085.63,1.3216,0.02596,8973423.48,0.004925,0.1181,228976,0.03912,10913267.39,0.01003,33682679.7,3920.26,383165718.5,73167.87,4.7718,1082304916,11313.73,4708.99,11059507.93,24080694.9,9240.79,43952149.35,1070.41,0.02032,676807961.3,1.0351,109.38,5390.01,394.44,103874512.9,3114155.66,333.28,0.00588,0.193,2488506.41,133137.66,238681870.5,128405.38,386.32,540.67,0.1738,317741.99,923.19,372689.24,100220.31,177285166,335789.05,1.8061,353.42,6.0521,18.24,0.3436,1.561,0.32
3,Jul,2017,9157.86,0.0143,182.99,1.232,1.2126,1.4389,1291719058,254765777.7,283859.93,0.08911,7577493.45,3646.14,17942.77,1975705.41,93971.5,599.99,627511.81,0.108,1.7799,99026.28,0.001706,9595640.47,17821.11,509.7,1248094.46,49802.05,48945858.2,0.01472,0.04802,27.48,2894468.46,34415.94,72098.52,11528.26,39.96,0.0227,8.0461,0.008651,1.1748,17422524.77,1315113.2,6.4447,1164.52,32.85,21272.45,8.2364,25958.21,1.3229,0.02634,9133570.7,0.004848,0.1197,226950.36,0.03865,11017940.31,0.01018,33549400.83,3862.93,388984996.1,73504.69,4.6745,1107790185,11370.92,4705.49,11104449.49,24308842.03,9571.47,43707267.23,1087.79,0.02024,666622655.6,1.022,111.11,5538.08,401.92,106507363.9,3164769.95,336.89,0.005956,0.1868,2546448.03,128526.02,237710355.4,127138.85,388.16,534.97,0.1721,317362.34,913.12,371265.2,100726.66,179028681.9,337695.14,1.8662,352.82,5.9217,18.34,0.3426,1.5581,0.3188
4,Jul,2017,8934.01,0.01438,183.1,1.244,1.2336,1.4114,1291345176,259159045.6,286410.92,0.08973,7816088.23,3696.9,17712.07,1971874.02,94489.25,595.35,631798.71,0.1091,1.8153,100278.16,0.001749,8980922.77,18084.7,506.49,1255209.08,50177.96,49018851.86,0.01463,0.0482,27.53,2966359.77,35125.77,71097.67,11432.12,39.76,0.02326,8.1476,0.00877,1.1702,17308566.24,1340501.07,6.6591,1183.08,32.52,21246.72,8.2135,27186.57,1.3147,0.02587,9127051.41,0.004894,0.1167,229979.1,0.03841,10939090.4,0.009922,34668981.72,3924,387125675,74366.24,4.7646,1084478141,11416.13,4712.74,11051623.79,24074028.28,9086.02,44042374.66,1070.39,0.01997,684573530.1,1.0212,108.11,5402.9,393.81,105387210.1,3186063.47,332.1,0.005817,0.1884,2493669.12,133779.46,242746358.2,126965.23,385.98,538.26,0.1712,323840.16,937.55,378877.64,100827.95,178081356.2,339640.26,1.7866,353.78,6.0795,18.16,0.3422,1.5632,0.3192
5,Jul,2017,8829.74,0.01432,184,1.2412,1.2274,1.4108,1304843682,261631735.3,287764.64,0.08899,7948698.66,3718.6,17893.21,1994453.38,94866.01,597.8,634475.89,0.1104,1.8119,102088.39,0.001745,8862968.6,18090.79,504.79,1260782.67,49910.15,48995175.95,0.01452,0.04795,27.42,3005501.29,35624.49,71277.84,11490.83,39.74,0.02315,8.1292,0.008735,1.1659,17377854.76,1366647.56,6.6933,1184.57,32.38,21143.51,8.1848,27729.13,1.3168,0.02567,9069169.17,0.004836,0.1157,232601.96,0.03821,11071844.36,0.009853,34503412.4,3895.41,387979379.1,75339.62,4.7877,1066738922,11451.23,4686.26,10977442.12,24211402.62,9025.77,44406061.7,1059.24,0.01986,687104071.5,1.0313,105.92,5321.19,392.82,105384366,3231720.03,332.81,0.005763,0.1867,2492949.39,135652.09,248398392.5,128243.62,384.25,539.33,0.1707,322713.51,935.61,377863.8,102085.97,179007594.3,339500.47,1.7702,354.52,6.1163,17.98,0.3407,1.5541,0.321
6,Jul,2017,8738.78,0.01423,183.81,1.2399,1.2265,1.4165,1295263076,262748881.9,289052.88,0.08847,8079753.36,3702.99,17874.77,2016960.27,94976.45,599.04,645737.9,0.1105,1.8259,103475.4,0.001748,8689764.98,18291.35,507.92,1265137.1,49866.85,49683281.22,0.01446,0.04782,27.45,3053765.87,36314.17,71139.14,11481,39.73,0.02323,8.1264,0.008693,1.15,17402205.43,1380803.51,6.7536,1198.85,32.32,20987.28,8.1312,28646.04,1.3058,0.02536,9024190.88,0.004833,0.114,234637.9,0.0384,11004366.76,0.009751,35121141.59,3925.07,387582386.5,75758.34,4.7988,1069403018,11439.15,4670.78,10892866.53,24485277.47,8947.6,45262141.76,1042.1,0.01964,697952787.2,1.0288,104.14,5259.11,387.41,105661846.5,3263665.31,329.97,0.005703,0.1865,2483474.04,137611.76,250668484.4,128809.11,380.13,537.58,0.172,323520.5,948.45,380581.01,103053.23,179179122.8,336548.29,1.7135,357.66,6.1285,17.88,0.3392,1.555,0.3237
7,Jul,2017,8711.15,0.01404,182.48,1.2327,1.2388,1.4151,1300423314,266229041.8,292468.55,0.08881,8190584.02,3753.22,18092.18,2018094.72,95087.74,606.71,642121.02,0.1115,1.8247,103858.87,0.001754,8682506.29,18393.17,513.42,1248738.7,49998.24,51195988.95,0.01447,0.04777,27.15,3093880.13,36437.31,71163.91,11501.14,39.48,0.0228,8.1107,0.008683,1.1494,17498160.78,1386665.17,6.831,1207.81,31.93,21163.51,8.0611,28762.71,1.3029,0.02519,9168346.7,0.004804,0.1115,233736.56,0.03796,11055204.81,0.009644,35347557.79,3925.48,384379835.3,75598.54,4.8287,1064172481,11292.34,4700.5,10909932.82,24683497.84,8960.44,45444978.33,1047.23,0.01944,699211728.1,1.0246,104.21,5278.6,384.14,107138694.9,3320962.14,328.03,0.005623,0.1865,2487925.71,137658.71,252188709.1,127820.85,376.64,542.2,0.1709,324620.82,945.68,382784.54,103693.35,179468494.5,336477.84,1.6922,356.71,6.1465,17.65,0.3356,1.5444,0.3231
8,Jul,2017,8709.72,0.01407,183.74,1.2405,1.242,1.3999,1311904377,268751836.2,292173.15,0.08857,8266982.01,3792.29,18098.62,2014264.35,95154.92,606.04,638128.7,0.1114,1.8098,104438.69,0.00175,8669475.97,18424.12,513.07,1257900.01,50187.61,51753242.34,0.01438,0.0476,27.19,3102441.48,36593.33,71659.67,11478.27,39.44,0.02263,8.0659,0.008714,1.1349,17669159.4,1393161.5,6.8036,1216.86,31.64,21356.67,7.9345,29201.65,1.3076,0.02506,9274548.38,0.004747,0.1098,233003.21,0.03785,11143816.88,0.009598,36093225.92,3944.95,391025900.2,75210.41,4.892,1065359038,11280.92,4715.39,11099123.07,25006458.8,8827.97,45657077.01,1031.07,0.01924,701454227.2,1.0254,104.17,5243.28,384.98,107064910.1,3358140.74,327.98,0.005555,0.1861,2507977.87,137958.23,256571019.7,127118.22,377.65,540.56,0.1699,325600.32,949.21,386855.41,104190.65,179612357.4,334127.65,1.6794,354.28,6.1856,17.51,0.3323,1.5336,0.3197
9,Jul,2017,8762.81,0.01389,180.49,1.2498,1.2426,1.4022,1325402070,269184255.3,293044.21,0.08742,8238643.8,3809.84,18194.18,2034483.18,95399.16,604.42,643197.7,0.1094,1.7939,104516.26,0.001725,8887468.38,18577.1,514.79,1261039.34,50027.43,51518466.59,0.01429,0.04752,27.2,3092206.01,36586.86,72638.89,11446.01,39.71,0.02233,7.9819,0.008554,1.1378,17633680.61,1394455.64,6.7365,1221.11,31.93,21372.96,7.9021,29138.69,1.2987,0.02551,9310196.94,0.004703,0.1083,228663.51,0.0377,11247481.79,0.009588,36155133.89,3926.46,398884514.8,74672.11,4.8302,1070425649,11445.43,4787.11,11288556.94,25295933.26,8898.4,45776762.87,1030.75,0.01899,697462736.8,1.014,104.98,5238.45,387.35,108109303.7,3399764.79,325.93,0.005478,0.1846,2537452.37,136519.3,257882355.7,126205.35,381.46,542.3,0.1672,323133.55,941.94,384166.3,104561.26,180306414.6,333332.15,1.6766,355.94,6.1106,17.63,0.3294,1.5216,0.3202
